	lastfm_fuzzy_id
XYQ5pJpUlPo	the crossfires out of control fiberglass jungle
94-thcP1MEg	the crowleys strange seasons seasons
HAR1drk9ZAk	the crows doo wop classics vol. 1 gee
apetp68LI4A	the crows doo wop classics, vol. 4 i love you so
0FGO0neXbWI	the crows doo wop classics vol. 1 gee
nuAYUVMdSrw	the black eyed peas street livin' street livin'
2o6dAKeuxpg	l'orange & stik figa the city under the city decorated silence
cEPLjJ18384	the drums portamento please don't leave
hP8pItthKkg	the radio dept. your true name your true name
0hJZR_hinI0	mystic braves mystic braves trippin' like i do
7EslNEyLTlg	da doo ron ron (when he walked me home) (re recording)
2kqwxKdQjAA	da doo ron ron (when he walked me home) (re recording)
mwtz_JTlsAQ	da doo ron ron (when he walked me home) (re recording)
Q6e4lbPAsS0	the crystals he's a rebel he's a rebel
tAAOPI2JS4c	the crystals he's a rebel he's a rebel
Ga_XtKgG4Rg	the crystals he's a rebel he's a rebel
d276mKI-wvc	the crystals he's a rebel he's a rebel
z6va-_ZMX10	the crystals the phil spector collection then he kissed me
lE1z26Ik3Y0	the crystals the phil spector collection then he kissed me
2pxY-5cBx1E	the crystals the phil spector collection then he kissed me
Xhm2bpbcST4	the crystals twist uptown plus 2 classic singles please hurt me
waxuFnnOFL4	the crystals the phil spector collection then he kissed me
v6W1fyvPQR4	the beach boys the smile sessions heroes and villians (stereo mix)
4wNAfPfJ01U	the dramatics the very best of the dramatics in the rain
Fu4CBwJ-eLY	they. count me in count me in
qjCkZdMV-xY	divine electronic love reaction
JPrWwoZ3vG4	the cult love nirvana
cQS4TzB0EvU	the cult she sells sanctuary she sells sanctuary
WXEqaVT2ZPw	the cult love nirvana
agydjq0Y7pc	the cult revolution revolution (edit)
-9wqOg0FW-Q	the curtains calamity
PX1ftz2XmKE	the cult revolution revolution (edit)
r_H-E76QzXI	the cult she sells sanctuary she sells sanctuary
YlYkUMdOdXw	the cult love nirvana
IG0XkCkENfw	delta spirit delta spirit california
DaERCEDrLG8	the cult of dom keller goodbye to the light shambhala is on fire
CbAcgztPVto	the kills blood pressures the last goodbye
BMOlZtpANa0	the cure disintegration disintegration
O-J7GF_ivsc	the cure disintegration plainsong
1jhvcHl76IA	the cure disintegration last dance
L2IC6kaV8-M	the cure disintegration untitled
Rel8ZWkNNlM	the cure disintegration pictures of you
6NArAxegClw	the cure disintegration homesick
cI0QizfB7qo	the cure disintegration lovesong
1pP5wRXkrgQ	the cure disintegration lullaby
7GPQ33bf4q8	the cure disintegration prayers for rain
puDsFQ6CyPM	the cure disintegration closedown
iRwPZjV1PqY	the cure disintegration fascination street
ZzYmIOSVPwo	the cure disintegration the same deep water as you
ZO9qj-c55pE	the cure disintegration lovesong
jar00FAf4e8	the cure disintegration closedown
8WBqzFVrENQ	the cure disintegration lullaby
GG_0LUdM-X8	the cure faith  all cats are grey (2005 remaster)
cOEG2X4OjGo	the cure faith  primary (2005 remaster)
S7AHzAprshk	the cure faith  primary (2005 remaster)
b3bQ0WiPZ-4	the cure faith  the funeral party (2005 remaster)
J-5t0dYz8IU	the cure faith  primary (2005 remaster)
N9TejwVknN4	the cure faith  the funeral party (2005 remaster)
12QlOZS_TzQ	the cure faith  primary (2005 remaster)
9e0_OAfpa1s	the cure faith  primary (2005 remaster)
c_jw3RkxdD0	the cure faith  the funeral party (2005 remaster)
zvAYSG5wvno	the cure faith  primary (2005 remaster)
PBK_95UPtSc	the cure faith  primary (2005 remaster)
4v7WUz3GSgk	the cure faith  all cats are grey (2005 remaster)
uqVhQbiYFFo	the cure faith  charlotte sometimes (single version)
dwXzLgkvu1U	the cure greatest hits the walk
0UlSPiDSbxQ	the cure greatest hits the lovecats
ouqt7tJiCbc	the cure greatest hits a forest
Sm2CWPLm71U	the cure greatest hits lullaby
TQUYbLJriNk	the japanese house clean cool blue
aQNkPMWjuL8	the cure join the dots: b-sides and rarities, 1978-2001  the exploding boy
K_Vb7imNZbc	the cure join the dots: b-sides and rarities, 1978-2001  the exploding boy
2B3OIwf-GPU	the cure join the dots: b-sides and rarities, 1978-2001  the exploding boy
oFnBryoq8hw	the cure join the dots: b-sides and rarities, 1978-2001  the exploding boy
dAJDcX9bPkw	the cure join the dots: b-sides and rarities, 1978-2001  the exploding boy
En_FgE-Y-EQ	the cure join the dots: b-sides and rarities, 1978-2001  the exploding boy
w0UjPuZKrVg	the cure join the dots: b-sides and rarities, 1978-2001  the exploding boy
D1iv8zOfKCo	the cure join the dots: b-sides and rarities, 1978-2001  the exploding boy
O2aHiv1cZvI	the cure kiss me kiss me kiss me the perfect girl
W2mC3pTATbw	the cure kiss me kiss me kiss me like cockatoos
33T9Xndew94	the cure kiss me kiss me kiss me just like heaven (2006 remaster)
hDPQoxzkpek	the cure kiss me kiss me kiss me just like heaven (2006 remaster)
IQVwWg0Aibo	the cure kiss me kiss me kiss me just like heaven (2006 remaster)
PP_C8Zk6lHc	the cure kiss me kiss me kiss me just like heaven (2006 remaster)
J9Iti8fB6sA	the cure kiss me kiss me kiss me just like heaven (2006 remaster)
DxH8heBURPc	the cure kiss me kiss me kiss me just like heaven (2006 remaster)
a6IZ8fPJuKE	the cure kiss me kiss me kiss me just like heaven (2006 remaster)
gmO6Olg02XM	the cure kiss me kiss me kiss me icing sugar
m5D1z8M4trQ	the cure kiss me kiss me kiss me just like heaven (2006 remaster)
xsZRpqXW84M	the cure kiss me kiss me kiss me the snakepit
PifvrZhWRDM	the cure kiss me kiss me kiss me just like heaven (2006 remaster)
elhYP1e22aI	the cure kiss me kiss me kiss me just like heaven (2006 remaster)
gpiorr15ijI	the cure kiss me kiss me kiss me just like heaven (2006 remaster)
gnmo-gJV18c	the cure kiss me kiss me kiss me just like heaven (2006 remaster)
r-hkvTGSNKk	the cure kiss me kiss me kiss me shiver and shake
qj_DvHSls5o	the cure kiss me kiss me kiss me a thousand hours
XDzWEIz1xG0	the cure kiss me kiss me kiss me like cockatoos
tERsmxp-fHg	the cure kiss me kiss me kiss me the perfect girl
ksyXLnaD8t8	the cure kiss me kiss me kiss me a thousand hours
UmHrY4YLXrc	the cure kiss me kiss me kiss me just like heaven
r1q_iR0yHJc	the cure kiss me kiss me kiss me shiver and shake
lnOdlufvQ34	the cure kiss me kiss me kiss me like cockatoos
wsnVk8LU3Bs	the cure kiss me kiss me kiss me the perfect girl
VYbH0ChKtdo	the cure kiss me kiss me kiss me the snakepit
X37R-9w7-i4	the cure kiss me kiss me kiss me the perfect girl
r4CIMD867Tg	the cure kiss me kiss me kiss me the perfect girl
vUAHmfv9NAQ	the cure kiss me kiss me kiss me just like heaven (2006 remaster)
oFcFGq5_yKw	the cure kiss me kiss me kiss me hot hot hot!!!
zRlgctHaS9M	the cure kiss me kiss me kiss me the perfect girl
M10lLh0B-pg	the cure kiss me kiss me kiss me icing sugar
f24TOIDGl4A	the cure kiss me kiss me kiss me torture
vFZ52fegUGs	the cure kiss me kiss me kiss me all i want
J1YZfAETBrQ	the cure kiss me kiss me kiss me shiver and shake
-nhsJg3_jKI	the cure kiss me kiss me kiss me torture
bJC-oiWZe5Y	the cure kiss me kiss me kiss me like cockatoos
AVgaTjoafAE	the cure kiss me kiss me kiss me torture
heOUDNvdTvg	the cure kiss me kiss me kiss me hot hot hot!!!
WTNKsVWz9rA	the cure kiss me kiss me kiss me the snakepit
7cu_N6eNw44	the cure kiss me kiss me kiss me hot hot hot!!!
9VUy0PmbcYM	the cure kiss me kiss me kiss me all i want
L5yWfoGrnII	the cure kiss me kiss me kiss me the snakepit
H_iydsUR5gA	the cure kiss me kiss me kiss me torture
NNJ9pKU10Sk	the cure kiss me kiss me kiss me icing sugar
Yf7IuBLjf7U	the cure kiss me kiss me kiss me torture
hT9TkAsfKLY	the cure kiss me kiss me kiss me the snakepit
VZA0YzUSvP8	the cure kiss me kiss me kiss me a thousand hours
q5VZ-62z-ho	the cure kiss me kiss me kiss me the perfect girl
TMS_GBHDc2Y	the cure kiss me kiss me kiss me torture
Xmf5ct3rOSc	the cure kiss me, kiss me, kiss me just like heaven
lifeH1avTvo	the cure lullaby  lullaby (live)
ZmUhZYgx4OM	satin jackets never enough never enough
HYg9HkH8sHk	the cure mixed up  from the edge of the deep green sea (love in vain mix 2018)
YSiSJejKl-M	the cure pornography one hundred years
qSI2Nxjp3gs	the cure pornography a short term effect
BYFDRFv5g2Q	the cure seventeen seconds m (remastered version)
pHs9aEXGKPg	the cure pornography one hundred years
yQkbdrvgClw	wire pink flag strange (2006 remastered version)
usnwN2Z5RGk	the cure pornography the hanging garden
pbrqsNgRa9Y	the cure pornography the figurehead
v_jm9Ga-U0w	the cure seventeen seconds m (remastered version)
A0cMu3fhw2M	the cure pornography one hundred years
8rWpUj2EPbY	the cure pornography the hanging garden
71Ddfh8vdB0	the cure pornography the hanging garden
4AAZXAnG_DQ	the cure pornography one hundred years
OcUzx7dSb6I	the cure pornography a short term effect
-0N4pJwIDIQ	the cure seventeen seconds m (remastered version)
6snCb0r1C7c	the cure pornography one hundred years
BevaApT9Gng	the cure pornography the figurehead
iXxw4ePd55E	the cure pornography the hanging garden
NMf0cUokFQc	the cure pornography one hundred years
yJRZi9BkjOA	the cure pornography a short term effect
tbDCZhYXG3w	the cure pornography a short term effect
u_Kw5azUu_4	the cure pornography the figurehead
_e4C_TEEARY	the cure pornography the hanging garden
JqxY513njws	the cure pornography a short term effect
LDrDM7s-6yM	the cure pornography the hanging garden
Bdo8HkagM68	the cure seventeen seconds m (remastered version)
dkfM8l0oKbs	the cure pornography a short term effect
SHsrOXiP15A	wire pink flag strange (2006 remastered version)
SbAxbmAHgx4	the cure seventeen seconds a forest (remastered version)
MXGd2jqDhos	the cure seventeen seconds m (remastered version)
pVIl36De1aM	the cure wish from the edge of the deep green sea
mm-uozFJekA	nine inch nails the crow original motion picture soundtrack dead souls
C1dMW77dZeE	the cure the head on the door close to me
t7U1k147Qk4	the cure the head on the door close to me
EDMDb8unsIA	the cure the head on the door inbetween days
T-xGgKcx4To	the cure the head on the door close to me
pof0xEvBuo4	the cure the top the caterpillar (2006 remaster)
XGOXytQpV7c	the cure the top the caterpillar (2006 remaster)
MLsIqAUSk6g	the cure the top the caterpillar (2006 remaster)
1mx_U5jmxgg	the cure three imaginary boys meathook
zCz6Oo_D1rQ	the cure three imaginary boys accuracy (2005 remaster)
doUA82-ztzc	the cure three imaginary boys grinding halt (2005 remaster)
1Jhy2DuVGOA	the cure three imaginary boys grinding halt (2005 remaster)
RcEDwxML-0s	the cure three imaginary boys 10:15 saturday night (2005 remaster)
apC1qjAQROU	the cure three imaginary boys foxy lady
sLxM5RYNEvk	the cure three imaginary boys accuracy (2005 remaster)
C8Y9ILlTt24	the cure three imaginary boys accuracy (2005 remaster)
yIsjlKDtX-Y	the cure three imaginary boys grinding halt (2005 remaster)
LFQU418qq7Y	the cure three imaginary boys its not you
hFKRC62D9A8	the cure three imaginary boys accuracy (2005 remaster)
6OKKe-d440o	the cure three imaginary boys three imaginary boys
n82D038GL0k	the cure three imaginary boys the weedy burton
2Coepqe3Goo	the cure three imaginary boys 10:15 saturday night
YSAqXEcgoZ4	the cure three imaginary boys  boys don't cry (single version)
vO0dv9fyRW8	the cure three imaginary boys  accuracy (2005 remaster)
FKm1p9WYjEQ	the cure wish friday i'm in love
XP6IeFi57bw	the cure grinding halt
Dt7oMSOB7nw	the cure wish friday i'm in love
agbCXUVGfSU	the cure wish from the edge of the deep green sea
DiHFk7ArzYc	the cure wish high
QSfebpk8HxU	the cure wish high
RmyE1HHGPA4	the cure wish high
ckgKJXP4syA	the cure night time a letter to elise
_NiuMWvu6gQ	thundercat a fan's mail (tron song ii) (live on the current)
rxRfbJvjsN8	clinic rubber bullets rubber bullets
W9n096gGOcY	the d.o.c. no one can do it better mind blowin'
wWRUk-iPpd0	the d.o.c. no one can do it better let the bass go
Ac9zuL__0z8	the d.o.c. no one can do it better comm. blues
GNSxEzaQ7K0	the d.o.c. no one can do it better beautiful but deadly
GA2ny5m_bik	the d.o.c. no one can do it better the formula
JHimGT3il8M	the d.o.c. no one can do it better no one can do it better
Xi74FwnkLFY	the d.o.c. no one can do it better the d.o.c. & the doctor
n5XcwDy_BNE	the d.o.c. no one can do it better portrait of a master piece
40TIkp6ZXnQ	the d.o.c. no one can do it better comm. 2
tHZ8GqyMfF0	the d.o.c. no one can do it better the grand finale
li9BXX_JFXc	the d.o.c. no one can do it better whirlwind pyramid
nZfAhsZlJdw	the d.o.c. no one can do it better it's funky enough (remastered single)
gasbKrR-vls	the d.o.c. no one can do it better lend me an ear
9xyIO7V0IOU	the jam in the city in the city
cvSL7T3TFNM	the beatles please please me do you want to know a secret (remastered 2009)
IZUoAg2y8xI	the beatles please please me do you want to know a secret (remastered 2009)
Be4isUx3tEo	ken boothe everything i own - the definitive collection ain't no sunshine
ZfI6wOkypQM	ride nowhere  seagull (2001 remaster)
hyt2xcgmEYQ	the damned damned damned damned  new rose
d1dScWPaa_Y	the damned damned damned damned  new rose
gXKDtkCzSCw	the damned damned damned damned  new rose
ug3RfquyZl0	the damned damned damned damned  new rose
Qd529s4Ae30	the damned machine gun etiquette antipope
14PKjhC9Fnk	the damned machine gun etiquette antipope
z0VdIX2YM9c	the damned machine gun etiquette smash it up, pt. 1 & 2
JinvNunQnxM	the damned machine gun etiquette antipope
7Sm385a-tqc	the pyramids penetration! the best of the pyramids pressure
XDv-2YOoDnU	the damned strawberries  life goes on
HwpavWggsWE	jay-z the black album threat
AYoo8A9d094	jay-z the black album encore
WAD363eDTtc	the band the last waltz theme from the last waltz
f2DeA5kumG4	the damned the light at the end of the tunnel love song
VOzHnbwZIUo	the damned the light at the end of the tunnel love song
d0czRrqJ0tA	the damned shames last night gimme some money
9j2vcM2mMOo	the dandy warhols get off
TB4pk8_7qzk	the dandy warhols get off
De65DiLePGc	the dandy warhols distortland styggo
V7byKQZRJwY	the dandy warhols mystic braves godless
pY349Kbfuok	the dandy warhols mystic braves godless
KMSkHKVhKV4	the dandy warhols the dandy warhols are sound the last high
_6k2LSM0Sdc	the dandy warhols the dandy warhols come down cool as kim deal
te2RaWrUtYI	the dandy warhols the dandy warhols come down cool as kim deal
cfCRC2XqX2U	the dandy warhols the dandy warhols come down cool as kim deal
IsW_CZWQDEc	the dandy warhols the dandy warhols come down be-in
1alTRwj49Y4	the dandy warhols the dandy warhols come down cool as kim deal
OV2pEJK7xmc	the dandy warhols thirteen tales from urban bohemia bohemian like you
ZkBbNpaG-o0	the dandy warhols thirteen tales from urban bohemia get off
nTGHlugzf-w	the dandy warhols thirteen tales from urban bohemia godless
fdZi6NYPsxI	the dandy warhols thirteen tales from urban bohemia godless
128uBheJArs	the dandy warhols thirteen tales from urban bohemia bohemian like you
AS385qmWUEo	the dandy warhols welcome to the monkey house we used to be friends
fcJHPeYnWvw	the dandy warhols welcome to the monkey house we used to be friends
RoGYWkhFS7Y	the elgins one summer night: revenge of the one-hit wonders little star
-9d4uTRb6bg	the soft moon breathe the fire breathe the fire
IRdYNxl6ims	the soft moon breathe the fire breathe the fire
L2N0V77WLmo	tommy blake sun records: the 50th  collection shake around
0aUjEJBrAVs	khruangbin christmas time is here christmas time is here
arJ-8cOEjFg	the darling buds pop said... let's go round there
e2teYUEB30I	the drums the drums skippin' town
y3htn45ID1E	the madcaps the madcaps 8000 miles from home
T94AOXRqn6Q	the dave brubeck quartet jazz goes to college don't worry 'bout me
XmYrbJ8w76o	the dave brubeck quartet jazz goes to college balcony rock
U2CutFiLGS0	the dave brubeck quartet at carnegie hall southern scene (live)
cVrVVvO9AH0	the dave brubeck quartet at carnegie hall southern scene (live)
sy77iur-4_s	the dave brubeck quartet at carnegie hall take five
HL6dbm7Gtuw	the dave brubeck quartet bossa nova u.s.a vento fresco
Va1MuBfGJsU	the dave brubeck quartet bossa nova u.s.a vento fresco
zcTeAWh8Ous	the dave brubeck quartet dave digs disney some day my prince will come (mono version)
zTgb8Sj63lQ	the dave brubeck quartet dave digs disney some day my prince will come (mono version)
4BiMcUTy6Do	the dave brubeck quartet jazz goes to college balcony rock
3NqKBJzCmk0	the dave brubeck quartet jazz goes to college don't worry 'bout me
habV2afufVM	the dave brubeck quartet jazz goes to college don't worry 'bout me
tu61T7FTOnM	the dave brubeck quartet jazz goes to college don't worry 'bout me
GObPKCcxgmQ	the dave brubeck quartet jazz goes to college don't worry 'bout me
dqfOkYnpMPg	the dave brubeck quartet jazz goes to college don't worry 'bout me
9wG-4OjsBK0	the dave brubeck quartet jazz impressions of japan fujiyama
KQRP6cJtTpw	the dave brubeck quartet jazz impressions of japan fujiyama
lv4Tdpws6AA	the dave brubeck quartet jazz impressions of japan fujiyama
VVc6_-p6r70	the dave brubeck quartet jazz impressions of japan fujiyama
b2AlqTfQ8Mc	the dave brubeck quartet jazz impressions of japan fujiyama
amset-ZQEW8	the dave brubeck quartet jazz impressions of japan fujiyama
iyUh9ED0UGY	the dave brubeck quartet jazz impressions of japan fujiyama
dgVHcsZUe9o	the dave brubeck quartet jazz impressions of japan fujiyama
CS1CThbWhjA	the dave brubeck quartet jazz impressions of japan fujiyama
tihrY8eYKmY	the dave brubeck quartet jazz impressions of japan fujiyama
oQ9mdolKKq4	the dave brubeck quartet jazz impressions of japan fujiyama
atniiQgqG7w	the dave brubeck quartet jazz impressions of japan fujiyama
8orj-BSZcOo	the dave brubeck quartet jazz impressions of japan fujiyama
Lj_pIBdUPK0	the dave brubeck quartet jazz impressions of japan fujiyama
sIH3CUbkLas	the dave brubeck quartet ken burns jazz-dave brubeck audrey
Fh7N9HwD_lg	the dave brubeck quartet time out take five
G9s9N9GdzEg	the dave brubeck quartet offshot quiet mood
AOuW02AlmuM	the dave brubeck quartet the essential dave brubeck audrey
lbfv-a3AteQ	the dave brubeck quartet time out three to get ready
cAERtL7S6w4	the dave brubeck quartet time out blue rondo a la turk
hItKYxjJkwM	the dave brubeck quartet time out take five
uPFNvMCDKBk	the dave brubeck quartet time further out slow and easy (a.k.a. lawless mike)
rNpTocqe910	the dave brubeck quartet time out three to get ready
r4U0u00mqyg	the dave brubeck quartet time out strange meadow lark
cHmM5SaMK1o	the dave brubeck quartet time out kathy's waltz
znFZt9tzimo	the dave brubeck quartet time out three to get ready
YBCzHbQYGeg	the dave brubeck quartet time out three to get ready
7w3t8aLvXvg	the dave brubeck quartet time out three to get ready
g617MTlMbHs	the dave brubeck quartet time out take five
Bp_q7hQPTrI	the dave brubeck quartet time out three to get ready
ff8e8J6NFtI	the dave brubeck quartet time out take five
_4bzBqLiWoI	the dave brubeck quartet time out three to get ready
bO19h7bPtMs	the dave brubeck quartet time out blue rondo a la turk
pdsM7qriWvw	the dave brubeck quartet time out take five
QsHc2IGmk60	the dave brubeck quartet time out take five
93js1yvu8cw	the dave brubeck quartet time out blue rondo a la turk
ryA6eHZNnXY	the dave brubeck quartet time out take five
zxGNx2hBqlc	the dave brubeck quartet time out take five
XJ5FMEjWr5Q	the dave brubeck quartet time out strange meadow lark
z8GLQycLjDg	the dave brubeck quartet time out kathy's waltz
jDPu3PQtzUk	the dave brubeck quartet time out take five
FqPC-BkylxA	the dave brubeck quartet time out blue rondo a la turk
EZLMHglUTaI	the dave brubeck quartet time out three to get ready
VtJz9vjAKss	the dave brubeck quartet time out three to get ready
n8bSZtEWDRQ	the dave clark five glad all over  bits and pieces (2019 - remaster)
vzarjpK55_o	the dave clark five bits and pieces do you love me
SzTQduUZFY8	the dave clark five glad all over  bits and pieces (2019 - remaster)
Lj6e6IJqSlM	the dave mackay trio windows every time we say goodbye
lCbnIoWgVoo	the daysleepers creation this dark universe
NMY-y0uns3I	the daysleepers creation this dark universe
7qkKQ_TW_mY	the daysleepers creation this dark universe
R7MJzb7U6pg	the daysleepers hide your eyes  threnody
wiWeLoK8EL4	the dayton family what's on my mind watch yo a**
n_DPzHm8gVk	the dayton family what's on my mind watch yo a**
tqDtJ-k2Ab8	the dayton family what's on my mind watch yo a**
X8EtZd7PmL4	steely dan alive in america green earrings (live)
xfTVoDP2iwA	the dead milkmen beelzebubba punk rock girl
Z41XCKHb-Cg	the dead milkmen beelzebubba punk rock girl
R_dXMrssU_o	the dead milkmen beelzebubba punk rock girl
sDMSZVLbbwY	the dead milkmen big lizard in my back yard bitchin' camaro
ZeY2nut3Gj8	the dead milkmen big lizard in my back yard bitchin' camaro
PGkVPTK6J0g	the dead milkmen big lizard in my back yard bitchin' camaro
JZNEO3oQ-78	the dead milkmen bucky fellini surfin' cow
Trc7EnsCo-U	the kinks the ultimate collection days
EJylb5H_r68	the tremeloes good times : the ultimate collection silence is golden
61g6m4wPF5I	the tremeloes good times : the ultimate collection silence is golden
h7tnJnkS8u8	james taylor jt secret o' life
Tp8FRCXBL3E	the dead texan the dead texan aegina airlines
mzYEQ5Ex5E4	the beach boys the smile sessions my only sunshine (the old master painter / you are my sunshine)
4MSufMK1lvs	the dead south good company in hell i'll be in good company
w-zW00pDMho	the dead texan the dead texan aegina airlines
MHoyrzfD37g	the dead texan the dead texan aegina airlines
eCo4C1dXLe8	the dead texan the dead texan aegina airlines
hP9nIq4otVA	the dead texan the dead texan aegina airlines
oAIg9pY4FDA	the dead texan the dead texan aegina airlines
Wlk1OAx_GFs	the dead texan the dead texan aegina airlines
YEkMF9FxlME	the dead texan the dead texan aegina airlines
oqmkUlRcaM0	the dead texan the dead texan aegina airlines
rV7Lv63qWKI	the dead texan the dead texan aegina airlines
aLtYPpeObt0	the dead texan the dead texan aegina airlines
1YtaImepJ70	the dead texan the dead texan aegina airlines
1g_fc4fLqXk	the dead weather horehound will there be enough water?
PTItOgdx_Jc	the dead weather horehound will there be enough water?
Ua416BH7dlk	the dead weather horehound will there be enough water?
YOhjC6rLu58	the dead weather sea of cowards die by the drop
OPM22qpOpHY	the dead weather sea of cowards die by the drop
vrpVLCS9vyE	the dead weather sea of cowards die by the drop
lIRbBRHU8H8	the dead weather sea of cowards die by the drop
J88lMj6OGiE	the dead weather sea of cowards die by the drop
EKIAbqS7tFw	the dead weather sea of cowards die by the drop
ZywiAGqCspI	the dead weather sea of cowards die by the drop
wYsgRk4vX5I	the dead weather sea of cowards die by the drop
PZXmyIg8fyg	the beatles help! the night before
vYT2prHSmVA	deadbillys blood,roses and angel wings silver tongue devil
8GMAkYrVx-Q	deadbillys blood,roses and angel wings silver tongue devil
Ko8YA_aaX3g	the chemical brothers born in the echoes go
w_M-ZKENVfg	deerhunter heatherwood
QHdwV4avXHA	the cure disintegration fascination street
ZAEhWcvD1DA	the dears gang of losers sinthtro
YXLJxSHDkLs	the dears no cities left pinned together, falling apart
bPKQvygU6PI	arctic monkeys black treacle you and i
YkOM5YAsmIs	the december flowers sweet california sweet california
alBqHep0E_4	the decemberists always the bridesmaid, vol.2 i'm sticking with you
q2mR8iqFF4o	the decemberists picaresque on the bus mall
ZNVcTCP33fU	the decemberists the king is dead rise to me
t006Nsup0WY	the decemberists picaresque we both go down together
-UH7dU66u4g	the decemberists picaresque 16 military wives
QUw80nxYX3s	the decemberists picaresque on the bus mall
AiLObkOtOQc	the decemberists the crane wife yankee bayonet (i will be home then)
SYls3ObT75Q	the decemberists the crane wife shankill butchers
E4QBeH2GopY	the decemberists the crane wife shankill butchers
2XG5Zuk6K6c	the decemberists the king is dead january hymn
5CmcR7URnMQ	the decemberists the king is dead rise to me
zRv5GOy4AbI	the decemberists the king is dead january hymn
ESLcwp0ktuA	the defibulators corn money get what's coming
nuXfYwAoCNE	nat king cole the christmas song the happiest christmas tree
g5dZnZE5SG8	"the del vikings american graffiti come go with me (from ""american graffiti"")"
neMERZW7n6Q	the del-vikings come go with me / whispering bells come go with me
Bwqk0SCtjUo	the del-vetts oh yeah! best of dunwich records everytime
78Lgw-1Fik8	the del-vetts oh yeah! best of dunwich records everytime
_hW982tuK7g	the del-vikings come go with me: the best of the del-vikings whispering bells
rw4UAQeFDNw	the del-vikings come go with me: the best of the del-vikings whispering bells
E8kFBRytrsw	the del-vikings mi gusto es come go with me
04cOICmKc-8	the del-vikings mi gusto es come go with me
hF8URFxNx40	the del-vikings highlights from the soundtrack of american graffiti come go with me
rEQ8O8ggqSY	the del-vikings come go with me: the best of the del-vikings whispering bells
F6FPcQ7V2yw	the del-vikings mi gusto es come go with me
qP7b5Mw4zkg	the marias i don't know you i don't know you
Fy5vuLFfsxU	the delfonics la-la means i love you la-la means i love you
bXVKYpoMNeM	the delfonics la-la means i love you la-la means i love you
aFWabjvrOgg	the sonics the sonics boom shot down
5RC4olINisg	jackie jackson jackie jackson didn't i (blow your mind this time)
Is-xV2YTM3A	mitch murder breeze breeze
xJ9fpFSWN8E	mitch murder breeze breeze
Kung50yySKw	the deli chillhop raw cuts breeze (original mix)
LqgX2im9wY4	the deli jazz cat virgo flip
UB6j7YjdLk8	the deli vibes 2 5:32pm
FXEzRvL6CT0	the deli vibes 2 1:47am
EOJxED7BXGk	the deli vibes 2 1:47am
9RC20nxe390	the deli vibes 2 389
Uo0lfEl1mM0	the deli vibes 2 389
4enfJt3nQ9M	the deli vibes 2 1:47am
zkpGWzN5wOI	the deli vibes 2 1:47am
6ustyT4Kx-g	the deli vibes 2 5:32pm
FqRoT0ngjvM	the deli vibes 2 389
8TzKhcyNUnM	the deli vibes 3 flowers
NJMo7qrEVk8	the deli vibes 3 fall breeze
cKRQAjxMARA	the deli vibes 3 cherries
0tJZG7rdFIg	the del-vikings mi gusto es come go with me
-U6F3fe2v9Y	the del-vikings mi gusto es come go with me
mAO_dd_zslo	the dells oh, what a night oh, what a night
EdRRSwz37zY	the kinks face to face party line
XpvlUn4YGL8	the dells oh! what a night / rockin' robin oh! what a night
apXCYmLfM00	the dells oh, what a night! / the great ballads stay in my corner
lT-njQoB24w	the dells oh, what a night! / the great ballads oh, what a night
ebqo2F6fAuE	the dells ultimate collection stay in my corner
1TF9IkjGi_w	the band the last waltz mannish boy
BpdVOF_5WkE	the beatles rubber soul the word
Z4x1G9LQ420	the cascades rhythm of the rain rhythm of the rain
CcBXwdQVRoE	the beta band hot shots ii won
zLgKclSMFNI	the beta band hot shots 2 life
MDUCeK67hCk	the demos lovely nervous
Jq64CtDLZks	the depreciation guild spirit youth dream about me
JXKgV5LrCvg	the depreciation guild in her gentle jaws butterfly kisses
x6i9fvB7iI8	the depreciation guild in her gentle jaws heavy eyes
j3UtNW1X75I	the depreciation guild in her gentle jaws heavy eyes
Oz--ufVMLUU	the depreciation guild spirit youth my chariot
Tks8LT05i1U	the depreciation guild spirit youth dream about me
jYTGK_M5GaU	the derek trucks band roadsongs get what you deserve
xrqGk5rHB6E	the derek trucks band roadsongs get what you deserve
OAd6UGY6jq8	the derek trucks band roadsongs get what you deserve
l_TlMTCE3cU	the derek trucks band roadsongs get what you deserve
fAWL_14RQkA	the derek trucks band songlines i'd rather be blind, crippled & crazy
xO6cUJ3euA0	the desires doo wop classics, vol. 4 let it please be you (outake)
xWC8r7J0t00	the desires doo wop classics, vol. 4 rendezvous with you
HR5x-VoUVbc	the deslondes hurry home beautiful friend
0GzeoxBxx0s	the intruders cowboys to girls cowboys to girls
ZvKYxdb7kpg	the detroit escalator co. black buildings point of entry
TYPqQzvlMUU	the detroit escalator co. black buildings point of entry
APGbSC0OkkM	the deviants ptooff! child of the sky
5m7RkjgEcPg	the devil makes three kexp presents: the devil makes three live in studio - ep aces and twos (live)
bixzahZEQ60	the devil makes three the devil makes three old number seven
Ilaz2dOunGM	the devil makes three the devil makes three old number seven
1tp4Vyltijw	the devil makes three the devil makes three old number seven
cTbG6boZwZw	the london suede the blue hour cold hands
eaGwCIwUow8	the almighty defenders the almighty defenders i'm coming home
54It9KsyQAQ	the head and the heart the head and the heart coeur d'alene
vQJyjTdk8Kk	the damned the light at the end of the tunnel love song
FRdZGyFjtS0	the diablos the only doo wop album you'll ever need the wind
